kladr_id,address
5100300100000,"Мурманская обл, г Кола"
5100000600000,"Мурманская обл, г Мончегорск"
5100000100000,г Мурманск
5100000700000,"Мурманская обл, г Оленегорск"
5100000800000,"Мурманская обл, г Островной"
5100000900000,"Мурманская обл, г Полярные Зори"
5100001000000,"Мурманская обл, г Полярный"
5100001100000,"Мурманская обл, г Североморск"
5100001300000,"Мурманская обл, г Снежногорск"
8300000100000,г Нарьян-Мар
5200000400000,"Нижегородская обл, г Арзамас"
5200400100000,"Нижегородская обл, г Балахна"
5200500100000,"Нижегородская обл, г Богородск"
5200000500000,"Нижегородская обл, г Бор"
5201300100000,"Нижегородская обл, г Ветлуга"
5201600100000,"Нижегородская обл, г Володарск"
5203200200000,"Нижегородская обл, Павловский р-н, г Ворсма"
5200000700000,"Нижегородская обл, г Выкса"
5203200300000,"Нижегородская обл, Павловский р-н, г Горбатов"
5202000100000,"Нижегородская обл, г Городец"
5200000200000,"Нижегородская обл, г Дзержинск"
5202000200000,"Нижегородская обл, Городецкий р-н, г Заволжье"
5202300100000,"Нижегородская обл, г Княгинино"
5202700100000,"Нижегородская обл, г Кстово"
5200001000000,"Нижегородская обл, г Кулебаки"
5202900100000,"Нижегородская обл, г Лукоянов"
5203000100000,"Нижегородская обл, г Лысково"
5200001100000,"Нижегородская обл, г Навашино"
5200000100000,г Нижний Новгород
5203200100000,"Нижегородская обл, г Павлово"
5200000800000,"Нижегородская обл, г Первомайск"
5200001200000,"Нижегородская обл, г Перевоз"
5200000300000,"Нижегородская обл, г Саров"
5200000600000,"Нижегородская обл, г Семенов"
5203800100000,"Нижегородская обл, г Сергач"
5204500100000,"Нижегородская обл, г Урень"
5204600100000,"Нижегородская обл, г Чкаловск"
5200000900000,"Нижегородская обл, г Шахунья"
5300300100000,"Новгородская обл, г Боровичи"
5300400100000,"Новгородская обл, г Валдай"
5300000100000,г Великий Новгород
5300900100000,"Новгородская обл, г Малая Вишера"
5301200100000,"Новгородская обл, г Окуловка"
5301400100000,"Новгородская обл, г Пестово"
5301600100000,"Новгородская обл, г Сольцы"
5301700100000,"Новгородская обл, г Старая Русса"
5301900100000,"Новгородская обл, г Холм"
5302000100000,"Новгородская обл, г Чудово"
5400301200000,"Новосибирская обл, Барабинский р-н, г Барабинск"
5400000200000,"Новосибирская обл, г Бердск"
5400400100000,"Новосибирская обл, г Болотное"
5400000500000,"Новосибирская обл, г Искитим"
5400900100000,"Новосибирская обл, г Карасук"
5401000100000,"Новосибирская обл, г Каргат"
5401501800000,"Новосибирская обл, Куйбышевский р-н, г Куйбышев"
5401600100000,"Новосибирская обл, г Купино"
5400000100000,г Новосибирск
5400000300000,"Новосибирская обл, г Обь"
5402302200000,"Новосибирская обл, Татарский р-н, г Татарск"
5402400100000,"Новосибирская обл, г Тогучин"
5402800100000,"Новосибирская обл, г Черепаново"
5403000100000,"Новосибирская обл, г Чулым"
5500700100000,"Омская обл, г Исилькуль"
5500800100000,"Омская обл, г Калачинск"
5501600100000,"Омская обл, г Называевск"
5500000100000,г Омск
5502800100000,"Омская обл, г Тара"
5503000100000,"Омская обл, г Тюкалинск"
5605500100000,"Оренбургская обл, г Абдулино"
5600000500000,"Оренбургская обл, г Бугуруслан"
5600000600000,"Оренбургская обл, г Бузулук"
5600000700000,"Оренбургская обл, г Гай"
5600000800000,"Оренбургская обл, г Кувандык"
5600000200000,"Оренбургская обл, г Медногорск"
5600000300000,"Оренбургская обл, г Новотроицк"
5600000100000,г Оренбург
5600000400000,"Оренбургская обл, г Орск"
5601500100000,"Оренбургская обл, г Соль-Илецк"
5600000900000,"Оренбургская обл, г Сорочинск"
5600001000000,"Оренбургская обл, г Ясный"
5700200100000,"Орловская обл, г Болхов"
5700500100000,"Орловская обл, г Дмитровск"
5700000200000,"Орловская обл, г Ливны"
5701400100000,"Орловская обл, г Малоархангельск"
5700000300000,"Орловская обл, г Мценск"
5701700100000,"Орловская обл, г Новосиль"
5700000100000,г Орёл
5800500100000,"Пензенская обл, г Белинский"
5800800100000,"Пензенская обл, г Городище"
5800000200000,"Пензенская обл, г Заречный"
5801100100000,"Пензенская обл, г Каменка"
5800000300000,"Пензенская обл, г Кузнецк"
5802200100000,"Пензенская обл, г Нижний Ломов"
5802300100000,"Пензенская обл, г Никольск"
5800000100000,г Пенза
5802500100000,"Пензенская обл, г Сердобск"
5800300100000,"Пензенская обл, г Спасск"
5800800200000,"Пензенская обл, Городищенский р-н, г Сурск"
5900000300000,"Пермский край, г Александровск"
5900000200000,"Пермский край, г Березники"
5900500100000,"Пермский край, г Верещагино"
5900600100000,"Пермский край, г Горнозаводск"
5900000400000,"Пермский край, г Гремячинск"
5900000500000,"Пермский край, г Губаха"
5900000600000,"Пермский край, г Добрянка"
5900000700000,"Пермский край, г Кизел"
5901300100000,"Пермский край, г Красновишерск"
5900001500000,"Пермский край, г Краснокамск"
5900001400000,"Пермский край, г Кудымкар"
5900000900000,"Пермский край, г Кунгур"
5900001000000,"Пермский край, г Лысьва"
5901400100000,"Пермский край, г Нытва"
5901600100000,"Пермский край, г Оса"
5901800100000,"Пермский край, г Оханск"
5901900100000,"Пермский край, г Очер"
5900000100000,г Пермь
5900001100000,"Пермский край, г Соликамск"
5902400100000,"Пермский край, г Усолье"
5900001200000,"Пермский край, г Чайковский"
5902700100000,"Пермский край, г Чердынь"
5900800200000,"Пермский край, Ильинский р-н, г Чермоз"
5902800100000,"Пермский край, г Чернушка"
5900001300000,"Пермский край, г Чусовой"
2500000200000,"Приморский край, г Арсеньев"
2500000300000,"Приморский край, г Артем"
2500000700000,"Приморский край, г Большой Камень"
2500000100000,г Владивосток
2500000800000,"Приморский край, г Дальнегорск"
2500000900000,"Приморский край, г Дальнереченск"
2500001200000,"Приморский край, г Лесозаводск"
2500000400000,"Приморский край, г Находка"
2500000500000,"Приморский край, г Партизанск"
2500001000000,"Приморский край, г Спасск-Дальний"
2500001100000,"Приморский край, г Уссурийск"
2500000600000,"Приморский край, г Фокино"
6000000200000,"Псковская обл, г Великие Луки"
6000400100000,"Псковская обл, г Гдов"
6000600100000,"Псковская обл, г Дно"
6001000100000,"Псковская обл, г Невель"
6001100100000,"Псковская обл, г Новоржев"
6001200100000,"Псковская обл, г Новосокольники"
6001300100000,"Псковская обл, г Опочка"
6001400100000,"Псковская обл, г Остров"
6001600100000,"Псковская обл, г Печоры"
6001800100000,"Псковская обл, г Порхов"
6000000100000,г Псков
6001900100000,"Псковская обл, г Пустошка"
6002100100000,"Псковская обл, г Пыталово"
6002200100000,"Псковская обл, г Себеж"
6100001300000,"Ростовская обл, г Азов"
6100300100000,"Ростовская обл, г Аксай"
6100000300000,"Ростовская обл, г Батайск"
6100500100000,"Ростовская обл, г Белая Калитва"
6100000400000,"Ростовская обл, г Волгодонск"
6100000500000,"Ростовская обл, г Гуково"
6100000600000,"Ростовская обл, г Донецк"
6100000700000,"Ростовская обл, г Зверево"
6101300100000,"Ростовская обл, г Зерноград"
6100000800000,"Ростовская обл, г Каменск-Шахтинский"
6101800100000,"Ростовская обл, г Константиновск"
6101900100000,"Ростовская обл, г Красный Сулин"
6102300100000,"Ростовская обл, г Миллерово"
6102500100000,"Ростовская обл, г Морозовск"
6100000900000,"Ростовская обл, г Новочеркасск"
6100001000000,"Ростовская обл, г Новошахтинск"
6103200100000,"Ростовская обл, г Пролетарск"
6100000100000,г Ростов-на-Дону
6103500100000,"Ростовская обл, г Сальск"
6103600100000,"Ростовская обл, г Семикаракорск"
6100001100000,"Ростовская обл, г Таганрог"
6104200100000,"Ростовская обл, г Цимлянск"
6100001200000,"Ростовская обл, г Шахты"
6200000400000,"Рязанская обл, г Касимов"
6200700100000,"Рязанская обл, г Кораблино"
6200900100000,"Рязанская обл, г Михайлов"
6201200200000,"Рязанская обл, Пронский р-н, г Новомичуринск"
6201400100000,"Рязанская обл, г Рыбное"
6201500100000,"Рязанская обл, г Ряжск"
6200000100000,г Рязань
6200000200000,"Рязанская обл, г Сасово"
6200000300000,"Рязанская обл, г Скопин"
6200600100000,"Рязанская обл, г Спас-Клепики"
6202000100000,"Рязанская обл, г Спасск-Рязанский"
6202400100000,"Рязанская обл, г Шацк"
6300000200000,"Самарская обл, г Жигулевск"
6300001000000,"Самарская обл, г Кинель"
6301700100000,"Самарская обл, г Нефтегорск"
6300000300000,"Самарская обл, г Новокуйбышевск"
6300000400000,"Самарская обл, г Октябрьск"
6300000500000,"Самарская обл, г Отрадный"
6300000900000,"Самарская обл, г Похвистнево"
6300000100000,г Самара
6300000800000,"Самарская обл, г Сызрань"
6300000700000,"Самарская обл, г Тольятти"
6300000600000,"Самарская обл, г Чапаевск"
7800000000000,г Санкт-Петербург
6400300100000,"Саратовская обл, г Аркадак"
6400000300000,"Саратовская обл, г Аткарск"
6400000400000,"Саратовская обл, г Балаково"
6400000500000,"Саратовская обл, г Балашов"
6400000600000,"Саратовская обл, г Вольск"
6401400100000,"Саратовская обл, г Ершов"
6401600100000,"Саратовская обл, г Калининск"
6400000700000,"Саратовская обл, г Красноармейск"
6401800100000,"Саратовская обл, г Красный Кут"
6400000800000,"Саратовская обл, г Маркс"
6402300100000,"Саратовская обл, г Новоузенск"
6402600700000,"Саратовская обл, г Петровск"
6400001000000,"Саратовская обл, г Пугачев"
6400001100000,"Саратовская обл, г Ртищево"
6400000100000,г Саратов
6400001200000,"Саратовская обл, г Хвалынск"
6400000200000,"Саратовская обл, г Шиханы"
6400001300000,"Саратовская обл, г Энгельс"
6501800100000,"Сахалинская обл, г Александровск-Сахалинский"
6500200100000,"Сахалинская обл, г Анива"
6500300100000,"Сахалинская обл, г Долинск"
6500400100000,"Сахалинская обл, г Корсаков"
6500500100000,"Сахалинская обл, г Курильск"
6500600100000,"Сахалинская обл, г Макаров"
6500700100000,"Сахалинская обл, г Невельск"
6500900100000,"Сахалинская обл, г Оха"
6501000100000,"Сахалинская обл, г Поронайск"
6501100100000,"Сахалинская обл, г Северо-Курильск"
6501300100000,"Сахалинская обл, г Томари"
6501500100000,"Сахалинская обл, г Углегорск"
6501600100000,"Сахалинская обл, г Холмск"
6500000100000,г Южно-Сахалинск
6600002400000,"Свердловская обл, г Алапаевск"
6602500200000,"Свердловская обл, Сысертский р-н, г Арамиль"
6600300100000,"Свердловская обл, г Артемовский"
6600000200000,"Свердловская обл, г Асбест"
6600000300000,"Свердловская обл, г Березовский"
6600800100000,"Свердловская обл, Богдановичский р-н, г Богданович"
6600003700000,"Свердловская обл, г Верхний Тагил"
6600000400000,"Свердловская обл, г Верхняя Пышма"
6600004500000,"Свердловская обл, г Верхняя Салда"
6600004000000,"Свердловская обл, г Верхняя Тура"
6601000100000,"Свердловская обл, г Верхотурье"
6600003900000,"Свердловская обл, г Волчанск"
6600004100000,"Свердловская обл, г Дегтярск"
6600000100000,г Екатеринбург
6600000500000,"Свердловская обл, г Заречный"
6600000600000,"Свердловская обл, г Ивдель"
6600002900000,"Свердловская обл, г Ирбит"
6600002200000,"Свердловская обл, г Каменск-Уральский"
6600003000000,"Свердловская обл, г Камышлов"
6600000700000,"Свердловская обл, г Карпинск"
6600000800000,"Свердловская обл, г Качканар"
6600000900000,"Свердловская обл, г Кировград"
6600001000000,"Свердловская обл, г Краснотурьинск"
6600001100000,"Свердловская обл, г Красноуральск"
6600003100000,"Свердловская обл, г Красноуфимск"
6600001200000,"Свердловская обл, г Кушва"
6600001300000,"Свердловская обл, г Лесной"
6601700200000,"Свердловская обл, Нижнесергинский р-н, г Михайловск"
6600004300000,"Свердловская обл, г Невьянск"
6601700100000,"Свердловская обл, г Нижние Серги"
6600002300000,"Свердловская обл, г Нижний Тагил"
6600002700000,"Свердловская обл, г Нижняя Салда"
6600001400000,"Свердловская обл, г Нижняя Тура"
6601800100000,"Свердловская обл, г Новая Ляля"
6600001500000,"Свердловская обл, г Новоуральск"
6600001600000,"Свердловская обл, г Первоуральск"
6600001700000,"Свердловская обл, г Полевской"
6600001800000,"Свердловская обл, г Ревда"
6602100100000,"Свердловская обл, г Реж"
6600002100000,"Свердловская обл, г Североуральск"
6600003400000,"Свердловская обл, г Серов"
6600003800000,"Свердловская обл, г Среднеуральск"
6602400100000,"Свердловская обл, Сухоложский р-н, г Сухой Лог"
6602500100000,"Свердловская обл, г Сысерть"
6600004200000,"Свердловская обл, г Тавда"
6602800100000,"Свердловская обл, г Талица"
6603000100000,"Свердловская обл, г Туринск"
9200000000000,г Севастополь
1500200100000,"Респ Северная Осетия - Алания, г Алагир"
1500300100000,"Респ Северная Осетия - Алания, г Ардон"
1500800100000,"Респ Северная Осетия - Алания, г Беслан"
1500000100000,г Владикавказ
1500400100000,"Респ Северная Осетия - Алания, г Дигора"
1500700100000,"Респ Северная Осетия - Алания, г Моздок"
6700200100000,"Смоленская обл, г Велиж"
6700300100000,"Смоленская обл, г Вязьма"
6700400100000,"Смоленская обл, г Гагарин"
6700600100000,"Смоленская обл, г Демидов"
6700000200000,"Смоленская обл, г Десногорск"
6700700100000,"Смоленская обл, г Дорогобуж"
6700800100000,"Смоленская обл, г Духовщина"
6700900100000,"Смоленская обл, г Ельня"
6701500100000,"Смоленская обл, г Починок"
6701600100000,"Смоленская обл, г Рославль"
6701700100000,"Смоленская обл, г Рудня"
6701800100000,"Смоленская обл, г Сафоново"
6700000300000,г Смоленск
6701900100000,"Смоленская обл, г Сычевка"
6702500100000,"Смоленская обл, г Ярцево"
2600600100000,"Ставропольский край, г Благодарный"
2600700100000,"Ставропольский край, г Буденновск"
2600000900000,"Ставропольский край, г Георгиевск"
2600000200000,"Ставропольский край, г Ессентуки"
2600000300000,"Ставропольский край, г Железноводск"
2602300100000,"Ставропольский край, г Зеленокумск"
2601000100000,"Ставропольский край, г Изобильный"
2601100100000,"Ставропольский край, г Ипатово"
2600000400000,"Ставропольский край, г Кисловодск"
2600000500000,"Ставропольский край, г Лермонтов"
2601700200000,"Ставропольский край, г Минеральные Воды"
2602700100000,"Ставропольский край, г Михайловск"
2600000600000,"Ставропольский край, г Невинномысск"
2601800100000,"Ставропольский край, г Нефтекумск"
2601900100000,"Ставропольский край, г Новоалександровск"
2601200100000,"Ставропольский край, г Новопавловск"
2600000700000,"Ставропольский край, г Пятигорск"
2602100100000,"Ставропольский край, г Светлоград"
2600000100000,г Ставрополь
6800400100000,"Тамбовская обл, г Жердевка"
6800000500000,"Тамбовская обл, г Кирсанов"
6800000200000,"Тамбовская обл, г Котовск"
6800000600000,"Тамбовская обл, г Мичуринск"
6800000300000,"Тамбовская обл, г Моршанск"
6800000700000,"Тамбовская обл, г Рассказово"
6800000400000,г Тамбов
6800000800000,"Тамбовская обл, г Уварово"
1600200100000,"Респ Татарстан, г Агрыз"
1600300100000,"Респ Татарстан, г Азнакаево"
1600800100000,"Респ Татарстан, г Альметьевск"
1601000100000,"Респ Татарстан, г Арск"
1601200100000,"Респ Татарстан, г Бавлы"
1603800100000,"Респ Татарстан, г Болгар"
1601400100000,"Респ Татарстан, г Бугульма"
1601500100000,"Респ Татарстан, г Буинск"
1601900100000,"Респ Татарстан, г Елабуга"
1602000100000,"Респ Татарстан, г Заинск"
1602100100000,"Респ Татарстан, г Зеленодольск"
1601600100000,"Респ Татарстан, Верхнеуслонский р-н, г Иннополис"
1600000100000,г Казань
1602400200000,"Респ Татарстан, г Кукмор"
1602500100000,"Респ Татарстан, г Лаишево"
1602600100000,"Респ Татарстан, г Лениногорск"
1602700100000,"Респ Татарстан, г Мамадыш"
1602800100000,"Респ Татарстан, г Менделеевск"
1602900100000,"Респ Татарстан, г Мензелинск"
1600000200000,"Респ Татарстан, г Набережные Челны"
1603100100000,"Респ Татарстан, г Нижнекамск"
1603300100000,"Респ Татарстан, г Нурлат"
1603900100000,"Респ Татарстан, г Тетюши"
1604300100000,"Респ Татарстан, г Чистополь"
6900001000000,"Тверская обл, г Андреаполь"
6900300100000,"Тверская обл, г Бежецк"
6900400100000,"Тверская обл, г Белый"
6900500100000,"Тверская обл, г Бологое"
6900001100000,"Тверская обл, г Весьегонск"
6900000600000,"Тверская обл, г Вышний Волочек"
6900001300000,"Тверская обл, г Западная Двина"
6901000100000,"Тверская обл, г Зубцов"
6901100100000,"Тверская обл, г Калязин"
6900000900000,"Тверская обл, г Кашин"
6900000500000,"Тверская обл, г Кимры"
6901500100000,"Тверская обл, г Конаково"
6900001200000,"Тверская обл, г Красный Холм"
6901700100000,"Тверская обл, г Кувшиново"
6901900100000,"Тверская обл, г Лихославль"
6900000400000,"Тверская обл, г Нелидово"
6900000800000,"Тверская обл, г Осташков"
6900000300000,"Тверская обл, г Ржев"
6903200100000,"Тверская обл, г Старица"
6900000100000,г Тверь
6900000200000,"Тверская обл, г Торжок"
6903400100000,"Тверская обл, г Торопец"
6900000700000,"Тверская обл, г Удомля"
7000300100000,"Томская обл, г Асино"
7000000200000,"Томская обл, г Кедровый"
7000900100000,"Томская обл, г Колпашево"
7000000300000,"Томская обл, г Северск"
7000000400000,"Томская обл, г Стрежевой"
7000000100000,г Томск
7100200100000,"Тульская обл, г Алексин"
7100400100000,"Тульская обл, г Белев"
7100500100000,"Тульская обл, г Богородицк"
7101400200000,"Тульская обл, Киреевский р-н, г Болохово"
7100600100000,"Тульская обл, г Венев"
7100000200000,"Тульская обл, г Донской"
7101000100000,"Тульская обл, г Ефремов"
7101300100000,"Тульская обл, г Кимовск"
7101400100000,"Тульская обл, г Киреевск"
7101400300000,"Тульская обл, Киреевский р-н, г Липки"
7101700100000,"Тульская обл, г Новомосковск"
7101900100000,"Тульская обл, г Плавск"
7102400200000,"Тульская обл, Щекинский р-н, г Советск"
7102000100000,"Тульская обл, г Суворов"
7100000100000,г Тула
7102200100000,"Тульская обл, г Узловая"
7102000200000,"Тульская обл, Суворовский р-н, г Чекалин"
7102400100000,"Тульская обл, г Щекино"
7102500100000,"Тульская обл, г Ясногорск"
1700000200000,"Респ Тыва, г Ак-Довурак"
1700000100000,г Кызыл
1700900100000,"Респ Тыва, г Туран"
1700400100000,"Респ Тыва, г Чадан"
1701400100000,"Респ Тыва, г Шагонар"
7200000400000,"Тюменская обл, г Заводоуковск"
7200000300000,"Тюменская обл, г Ишим"
7200000200000,"Тюменская обл, г Тобольск"
7200000100000,г Тюмень
7200000500000,"Тюменская обл, г Ялуторовск"
1800000300000,"Респ Удмуртская, г Воткинск"
1800000400000,"Респ Удмуртская, г Глазов"
1800000100000,г Ижевск
1801100100000,"Респ Удмуртская, г Камбарка"
1800000500000,"Респ Удмуртская, г Можга"
1800000200000,"Респ Удмуртская, г Сарапул"
7300300100000,"Ульяновская обл, Барышский р-н, г Барыш"
7300000200000,"Ульяновская обл, г Димитровград"
7300500100000,"Ульяновская обл, г Инза"
7300000400000,"Ульяновская обл, г Новоульяновск"
7301500100000,"Ульяновская обл, г Сенгилей"
7300000100000,г Ульяновск
2700000300000,"Хабаровский край, г Амурск"
2700000400000,"Хабаровский край, г Бикин"
2700700100000,"Хабаровский край, г Вяземский"
2700000500000,"Хабаровский край, г Комсомольск-на-Амуре"
2700000600000,"Хабаровский край, г Николаевск-на-Амуре"
2700000700000,"Хабаровский край, г Советская Гавань"
2700000100000,г Хабаровск
1900000400000,"Респ Хакасия, г Абаза"
1900000100000,г Абакан
1900000200000,"Респ Хакасия, г Саяногорск"
1900000500000,"Респ Хакасия, г Сорск"
1900000300000,"Респ Хакасия, г Черногорск"
8600001300000,"Ханты-Мансийский Автономный округ - Югра АО, г Белоярский"
8600000200000,"Ханты-Мансийский Автономный округ - Югра АО, г Когалым"
8600000300000,"Ханты-Мансийский Автономный округ - Югра АО, г Лангепас"
8600900200000,"Ханты-Мансийский Автономный округ - Югра АО, Сургутский р-н, г Лянтор"
8600000400000,"Ханты-Мансийский Автономный округ - Югра АО, г Мегион"
8600001400000,"Ханты-Мансийский Автономный округ - Югра АО, г Нефтеюганск"
8600001100000,"Ханты-Мансийский Автономный округ - Югра АО, г Нижневартовск"
8600000500000,"Ханты-Мансийский Автономный округ - Югра АО, г Нягань"
8600000600000,"Ханты-Мансийский Автономный округ - Югра АО, г Покачи"
8600000700000,"Ханты-Мансийский Автономный округ - Югра АО, г Пыть-Ях"
8600001500000,"Ханты-Мансийский Автономный округ - Югра АО, г Радужный"
8600800100000,"Ханты-Мансийский Автономный округ - Югра АО, г Советский"
8600001000000,"Ханты-Мансийский Автономный округ - Югра АО, г Сургут"
8600000900000,"Ханты-Мансийский Автономный округ - Югра АО, г Урай"
8600000100000,г Ханты-Мансийск
8600001600000,"Ханты-Мансийский Автономный округ - Югра АО, г Югорск"
7400200300000,"Челябинская обл, г Аша"
7401700100000,"Челябинская обл, Саткинский р-н, г Бакал"
7402900100000,"Челябинская обл, г Верхнеуральск"
7400000200000,"Челябинская обл, г Верхний Уфалей"
7404400100000,"Челябинская обл, г Еманжелинск"
7400000400000,"Челябинская обл, г Златоуст"
7400000500000,"Челябинская обл, г Карабаш"
7400700100000,"Челябинская обл, г Карталы"
7400900100000,"Челябинская обл, г Касли"
7401000200000,"Челябинская обл, г Катав-Ивановск"
7400000600000,"Челябинская обл, г Копейск"
7404500100000,"Челябинская обл, г Коркино"
7403400100000,"Челябинская обл, г Куса"
7400000800000,"Челябинская обл, г Кыштым"
7400000900000,"Челябинская обл, г Магнитогорск"
7400001000000,"Челябинская обл, г Миасс"
7400200100000,"Челябинская обл, Ашинский р-н, г Миньяр"
7403600100000,"Челябинская обл, г Нязепетровск"
7400001100000,"Челябинская обл, г Озерск"
7404600100000,"Челябинская обл, г Пласт"
7401700200000,"Челябинская обл, г Сатка"
7400200200000,"Челябинская обл, Ашинский р-н, г Сим"
7400001300000,"Челябинская обл, г Снежинск"
7400001400000,"Челябинская обл, г Трехгорный"
7400003600000,"Челябинская обл, г Троицк"
7400001500000,"Челябинская обл, г Усть-Катав"
7400003500000,"Челябинская обл, г Чебаркуль"
7400000100000,г Челябинск
7400001600000,"Челябинская обл, г Южноуральск"
7401000100000,"Челябинская обл, Катав-Ивановский р-н, г Юрюзань"
2000000200000,"Респ Чеченская, г Аргун"
2000000100000,г Грозный
2000500100000,"Респ Чеченская, г Гудермес"
2000600100000,"Респ Чеченская, г Курчалой"
2001000000100,"Респ Чеченская, г Урус-Мартан"
2001200100000,"Респ Чеченская, г Шали"
2100002200000,"Чувашская Республика - Чувашия, г Алатырь"
2100002300000,"Чувашская Республика - Чувашия, г Канаш"
2100800100000,"Чувашская Республика - Чувашия, г Козловка"
2101200100000,"Чувашская Республика - Чувашия, г Мариинский Посад"
2100002400000,"Чувашская Республика - Чувашия, г Новочебоксарск"
2101600100000,"Чувашская Республика - Чувашия, г Цивильск"
2100000100000,г Чебоксары
2100002500000,"Чувашская Республика - Чувашия, г Шумерля"
2102000100000,"Чувашская Республика - Чувашия, г Ядрин"
8700000100000,г Анадырь
8700300100000,"Чукотский АО, г Билибино"
8700600100000,"Чукотский АО, г Певек"
1400300100000,"Респ Саха /Якутия/, г Алдан"
1401000200000,"Респ Саха /Якутия/, у Верхоянский, г Верхоянск"
1401100100000,"Респ Саха /Якутия/, г Вилюйск"
1401500100000,"Респ Саха /Якутия/, г Ленск"
1401700100000,"Респ Саха /Якутия/, г Мирный"
1400000200000,"Респ Саха /Якутия/, г Нерюнгри"
1402100100000,"Респ Саха /Якутия/, г Нюрба"
1402300100000,"Респ Саха /Якутия/, г Олекминск"
1403200100000,"Респ Саха /Якутия/, г Покровск"
1402500100000,"Респ Саха /Якутия/, г Среднеколымск"
1400300200000,"Респ Саха /Якутия/, у Алданский, г Томмот"
1401700200000,"Респ Саха /Якутия/, у Мирнинский, г Удачный"
1400000100000,г Якутск
8900000200000,"Ямало-Ненецкий АО, г Губкинский"
8900000300000,"Ямало-Ненецкий АО, г Лабытнанги"
8900000400000,"Ямало-Ненецкий АО, г Муравленко"
8900000500000,"Ямало-Ненецкий АО, г Надым"
8900000600000,"Ямало-Ненецкий АО, г Новый Уренгой"
8900000700000,"Ямало-Ненецкий АО, г Ноябрьск"
8900000100000,г Салехард
8900400100000,"Ямало-Ненецкий АО, г Тарко-Сале"
7600500100000,"Ярославская обл, г Гаврилов-Ям"
7600600100000,"Ярославская обл, г Данилов"
7600700100000,"Ярославская обл, г Любим"
7600800100000,"Ярославская обл, г Мышкин"
7600000200000,"Ярославская обл, г Переславль-Залесский"
7601300100000,"Ярославская обл, г Пошехонье"
7601400100000,"Ярославская обл, г Ростов"
7601500100000,"Ярославская обл, г Рыбинск"
7601600100000,"Ярославская обл, г Тутаев"
7601700100000,"Ярославская обл, г Углич"
7600000100000,г Ярославль
